ksic2,hs6,weight,ksic2_name
2,010649,0.3333333333333333,임업
2,010690,0.3333333333333333,임업
2,030110,0.3333333333333333,임업
2,030111,0.3333333333333333,임업
2,030119,0.3333333333333333,임업
2,030191,0.3333333333333333,임업
2,030192,0.3333333333333333,임업
2,030193,0.3333333333333333,임업
2,030194,0.3333333333333333,임업
2,030195,0.3333333333333333,임업
2,030199,0.3333333333333333,임업
2,040900,0.3333333333333333,임업
2,041000,0.3333333333333333,임업
2,041010,0.3333333333333333,임업
2,041090,0.3333333333333333,임업
2,050100,0.3333333333333333,임업
2,050210,0.3333333333333333,임업
2,050290,0.3333333333333333,임업
2,050300,0.3333333333333333,임업
2,050510,0.3333333333333333,임업
2,050590,0.3333333333333333,임업
2,050610,0.3333333333333333,임업
2,050690,0.3333333333333333,임업
2,050710,0.3333333333333333,임업
2,050790,0.3333333333333333,임업
2,050900,0.3333333333333333,임업
2,051110,0.3333333333333333,임업
2,051199,0.3333333333333333,임업
2,060110,0.3333333333333333,임업
2,060120,0.3333333333333333,임업
2,060210,0.3333333333333333,임업
2,060220,0.3333333333333333,임업
2,060230,0.3333333333333333,임업
2,060240,0.3333333333333333,임업
2,060290,0.3333333333333333,임업
2,060291,0.3333333333333333,임업
2,060299,0.3333333333333333,임업
2,060310,0.3333333333333333,임업
2,060311,0.3333333333333333,임업
2,060312,0.3333333333333333,임업
2,060313,0.3333333333333333,임업
2,060314,0.3333333333333333,임업
2,060315,0.3333333333333333,임업
2,060319,0.3333333333333333,임업
2,060390,0.3333333333333333,임업
2,060410,0.3333333333333333,임업
2,060420,0.3333333333333333,임업
2,060490,0.3333333333333333,임업
2,060491,0.3333333333333333,임업
2,060499,0.3333333333333333,임업
2,070110,0.3333333333333333,임업
2,070190,0.3333333333333333,임업
2,070200,0.3333333333333333,임업
2,070310,0.3333333333333333,임업
2,070320,0.3333333333333333,임업
2,070390,0.3333333333333333,임업
2,070410,0.3333333333333333,임업
2,070420,0.3333333333333333,임업
2,070490,0.3333333333333333,임업
2,070511,0.3333333333333333,임업
2,070519,0.3333333333333333,임업
2,070521,0.3333333333333333,임업
2,070529,0.3333333333333333,임업
2,070610,0.3333333333333333,임업
2,070690,0.3333333333333333,임업
2,070700,0.3333333333333333,임업
2,070810,0.3333333333333333,임업
2,070820,0.3333333333333333,임업
2,070890,0.3333333333333333,임업
2,070910,0.3333333333333333,임업
2,070920,0.3333333333333333,임업
2,070930,0.3333333333333333,임업
2,070940,0.3333333333333333,임업
2,070951,0.3333333333333333,임업
2,070952,0.3333333333333333,임업
2,070953,0.3333333333333333,임업
2,070954,0.3333333333333333,임업
2,070955,0.3333333333333333,임업
2,070956,0.3333333333333333,임업
2,070959,0.3333333333333333,임업
2,070960,0.3333333333333333,임업
2,070970,0.3333333333333333,임업
2,070990,0.3333333333333333,임업
2,070991,0.3333333333333333,임업
2,070992,0.3333333333333333,임업
2,070993,0.3333333333333333,임업
2,070999,0.3333333333333333,임업
2,071110,0.3333333333333333,임업
2,080110,0.3333333333333333,임업
2,080111,0.3333333333333333,임업
2,080112,0.3333333333333333,임업
2,080119,0.3333333333333333,임업
2,080120,0.3333333333333333,임업
2,080121,0.3333333333333333,임업
2,080122,0.3333333333333333,임업
2,080130,0.3333333333333333,임업
2,080131,0.3333333333333333,임업
2,080132,0.3333333333333333,임업
2,080211,0.3333333333333333,임업
2,080212,0.3333333333333333,임업
2,080221,0.3333333333333333,임업
2,080222,0.3333333333333333,임업
2,080231,0.3333333333333333,임업
2,080232,0.3333333333333333,임업
2,080240,0.3333333333333333,임업
2,080241,0.3333333333333333,임업
2,080250,0.3333333333333333,임업
2,080251,0.3333333333333333,임업
2,080260,0.3333333333333333,임업
2,080261,0.3333333333333333,임업
2,080270,0.3333333333333333,임업
2,080280,0.3333333333333333,임업
2,080290,0.3333333333333333,임업
2,080291,0.3333333333333333,임업
2,080292,0.3333333333333333,임업
2,080299,0.3333333333333333,임업
2,080300,0.3333333333333333,임업
2,080310,0.3333333333333333,임업
2,080390,0.3333333333333333,임업
2,080410,0.3333333333333333,임업
2,080420,0.3333333333333333,임업
2,080430,0.3333333333333333,임업
2,080440,0.3333333333333333,임업
2,080450,0.3333333333333333,임업
2,080510,0.3333333333333333,임업
2,080520,0.3333333333333333,임업
2,080521,0.3333333333333333,임업
2,080522,0.3333333333333333,임업
2,080529,0.3333333333333333,임업
2,080530,0.3333333333333333,임업
